filename,sanskritname,image,botanicalname,familyname,tamilname,malayalamname,hindiname,englishname,description,usefulpart,benefit,action,rasa,guna,virya,vipaka,karma,shortdesc
Rasna,Rasna,images(2)AadhavRam.jpeg,Pluchea lanceolata ,Zingiberaceae,"Arathai, Sitrarathai",Aratta,Rasan,Lesser galanga,"Habitat

Alpinia calcarata (South Indian Variety) grows very commonly in Karnataka, Kerala and Andhrapradesh.

Pluchea lanceolata (North Indian Variety) grows in Punjab and states having Gangetic plain.

Morphology

Habit-An erect undershrub

Stem - Slender, terete, softly ashy pubescent

Branches - Slender, terete softly pubescent.

Leaves - Sessile, coriaceous, 2 to 7 cm long and 0.5 to 1 cm oblong or oblanceolate, obtuse, narrowed at the base, finely ashy pubescent on both sides, entire margin. Main nerves are prominent.

Inflorescence - Heads in compound corymb.

Involucre Contracted at the mouth. Outer

Pluchea lanceolata DC (Rāsnā)

bracts are 2 to 3 seriate, oblong, obtuse, pubescent usually tinged with purple the inner most bracts are linear, subacute and few.

Fruit-Achene

Morphology

Alpinia calcarata

Habit-Root stock is perennial, not tuberous.

Stem - Stem is slender, 60 to 120 cm high,

Leaves 15 to 30 cm long, 2.5 to 5 cm wide, lanceolate, acuminate, green and glossy.

Inflorescence - Panicle, 7.5 to 10 cm long.

Flowers Numerous, Calyx tube is funnel shaped, 6 to 8 mm long, corolla segments 1-3 m long. Lip is 2.5 to 4 cm long, ovate-oblong, sessile in colour, streaked with purple veins.

Fruit-Capsule, globose and red on ripening.

Varieties

Ra.Ni. - 3 types

1. Mula Rasna - Rauwolfia serpentina

2. Patra Rasna - Lochnera rosea

3. Trina Rasna - Vanda tessellata

Controversy - Rasna is one of the controversial drugs in Ayurveda. Various spe cies are used as Rasna
Morphology

1. रालापर्णी-रालाया इव वर्णान्यस्याः ।

Leaves of Rasna (Alpinia officinarum) resemble leaves of Cardamomum.
Grahya Laxana (Genuine Characteristics)

Pluchea lanceolata - Root is cylindrical, some what irregularly bent or twisted, root is upto 21 cm long and 3 to 4 cm in diameter. Outer surface is covered with a dark brown thick bark having longitudinal striations and transverse cuts. The bark peels off at a num-ber of places, exposing a fibrous, creamish tissue. On breaking becomes fibrous, has got spicy odour and tastes bitter.

Alpinia calcarata

The rhizomes are reddish brown externally and light orange brown internally. Hav-ing a characteristic odour, aromatic. Rhizomes are about 2 to 8 em in length and 2 cm in thickness. Rhizome is irregularly branched and marked with fine annulations. Rhizomes are tough becomes fibrous on breaking.","Mula ( Roots), Patra ( Leaf) and Panchanga( Whole plant)","

1. Vatvyadhi (Disorders of Vata)

रास्ना वातहराणाम् । (च.सू. 25/40)

Rasna (Pluchea lanceolata) Churna (Powder) or Kwatha (Decoction) is useful and best in case of Vatavyadhi (Disorders of Vata).

2. Vatarakta (Gouty arthritis)

रास्नागुडूची चतुरङ्गुलानामेरण्ड तैलेन पिबेत् कषायम् ।
क्रमेण सर्वाङ्गजमण्यशेषं जयेदस्रग्‌वातभवं विकारम् ॥ (वृ.मा. 23/6)

In case of Vatarakta (Gout) the decoction prepared from Rasna (Pluchea lanceolata or Alpinia calcarata), Guduchi (Tinospora cordifolia) and Chaturangula (Cassia fistula) is taken with Eranda (Ricinus communis) Taila (Oil).

3. Amavata (Rhumatoid arthritis)

रास्नां गुडूचीमेरण्डं देवदारु महौषधम् । पिबेत् सर्वाङ्गगे वाते सामे सन्ध्यस्थिमज्जगे ॥

(वृ.मा. 25/6)

Decoction prepared from Rasna (Alpinia calcarata). Guduchi (Tinospora cordifolia), Eranda (Ricinus communis), Devadaru (Cedrus deodara) and Mahoushadha (Zingiber officinale) is very effective in case of Amavata affecting joints, bones and bone marrow.
 
","Aromatic, Stimulant, Carminative, Antibacterial",Tikta,Guru,Ushna,Katu,"Vatakapha Shamaka, Vatahara because of Ushna virya and Kaphahara due to Ushna virya, Katu vipaka and Tikta rasa.","Ayurvedic medicine to treat inflammatory conditions like arthritis, rheumatism, and joint pain, as well as respiratory issues such as asthma and bronchitis, digestive disorders, and fever."
Jatiphala,Jatiphala,Jatiphala.jpeg,Myristica fragrans Houtt,Myristicaceae,Jathikkai,Jaikaya,Jaiphal,Nutmeg,"Nutmeg (Jatiphala, Myristica fragrans) is an evergreen tree of the family Myristicaceae, cultivated both as a spice and medicinal plant.

Habitat: Native to the Banda Islands of Indonesia, but now extensively cultivated in Kerala, Tamil Nadu, and parts of Karnataka. It requires a hot, humid climate with well-drained loamy soil.

Morphology: A medium-sized evergreen tree, reaching up to 20 m. Leaves are simple, alternate, elliptic-lanceolate, dark green, and glossy. Flowers are small, pale yellow, and dioecious. The fruit is a fleshy drupe, yellow when ripe, splitting to expose a dark brown seed (nutmeg) enclosed in a bright red aril (mace).

Grahya Lakṣaṇa: Best quality nutmegs are heavy, aromatic, oily to touch, and sink in water. They should not be light, shriveled, or worm-eaten. The aril (mace) should be bright red and fragrant.","Seed,Aril","
1. Digestive aid – Stimulates appetite, improves digestion, and reduces flatulence, diarrhea, and colic.
2. Nervine tonic – Mild sedative action, useful in insomnia, anxiety, and mental fatigue.
3. Aphrodisiac – Traditionally used to improve sexual vigor and treat premature ejaculation.
4. Respiratory support – Beneficial in cough, cold, asthma, and bronchitis due to expectorant action.
5. Pain relief – External application of nutmeg paste relieves headaches, joint pain, and muscular pain.
6. Oral health – Chewing nutmeg improves breath, prevents toothache, and reduces gum inflammation.
7. Skin health – Used in traditional remedies for pimples, blemishes, and scars.
8. Cardiac stimulant – Enhances circulation and strengthens heart function.","Aphrodisiac,stomachic, stimulant, Analgesic, Appetizer,Digestant,carminative, Astringent,Anthelmintic","Katu,Tikta,Kashaya","Laghu, Snigdha, Tikshna ",Ushna,Katu,Kaphavatashamaka,"It reduces bad breath in mouth, moisture in mouth and excessive thirst. Used to relieve bloating, flatulence and abdominal pain. Used to balance the blood sugar levels and to treat urinary tract infections. It acts as a cardiac tonic and improves the heart metabolism."
Lavanga,Lavanga,lavanga.jpeg,Syzgium aromaticum Merr.Perry,Myrtaceae,கிராம்பு ,Karampu,Laung,Clove,"
Lavanga (clove, Syzygium aromaticum) is an evergreen aromatic tree belonging to the Myrtaceae family.

Habitat: Indigenous to the Maluku Islands (Indonesia) and cultivated in India, particularly in Kerala and Tamil Nadu in humid tropical conditions with fertile loamy soils.

Morphology: A medium-sized evergreen tree, growing up to 10–15 m. The leaves are opposite, elliptic, and leathery with a strong aromatic odour. The flower buds are small, initially green, turning bright red on maturity. The dried unopened flower bud is the clove used as spice and medicine.

Grahya Lakṣaṇa: Good quality cloves are plump, brownish-black, and oily, with a strong pungent aroma. They should sink in water when fresh and should not be light, hollow, or without oil.
",Flower bud,"1. Dental care – Clove oil (eugenol) is a well-known remedy for toothache, gum infections, and bad breath.
2. Digestive stimulant – Improves appetite, relieves indigestion, nausea, and vomiting.
3. Respiratory support – Acts as an expectorant in cough, cold, asthma, and bronchitis.
4. Pain relief – Oil is applied externally for muscular pain, neuralgia, and arthritis.
5. Antimicrobial – Strong antibacterial and antifungal action, useful in infections.
6. Circulatory stimulant – Improves peripheral blood flow and warms the body.
7. Skin health – Used in acne and fungal skin infections due to antiseptic properties.
8. Antioxidant – Helps in reducing oxidative stress and delays aging process.
","Dental Analgesic, carminative, stimulant, Aromatic, Antiseptic, Appetizer, Digestive, Aphrodisiac ","Katu, Tikta ","Laghu, Snigdha, Tikshna ",Shita,Katu,"Kapha, pitta shamaka","treating toothache, digestive and respiratory issues, and exhibiting antimicrobial, antioxidant, anti-inflammatory, and potential anticancer effects"
Mandukaparni,Mandukaparni ,imagesAadhavRam.jpeg,Centella asiatica Linn,Apiaceae,வல்லாரை ,Kutakam,Khulakudi,Indian penny wort,"Habitat
Habitat

Mandukaparni is a common weed found through-out India and especially grows in moist regions.

Morphology

Habit -

Annual prostate herb.

Root-Tap root, branched.

Stem-Prostate, herbaceous, weak, fistular, green, stolons are present, rooting at nodes.

Leaf-Simple, arising in groups from nodes, or-bicular or reniform, crenate, lobed, glabrous, shining, petiolar, long petioled, stipulate, unicostate reticulate veined.

Inflorescence - Racemose, simple umbels, 3 to 6

flowers in each group.

Centella asiatica Linn.

Flowers-Pedicellate, bracteate, actinomorphic, bisexual, epigynous, complete, regu-lar, pedicels and bracts are small, sepals are 5 in number, gamosepalous, petals are 5, polypetalous. Androecium has 5 stamens polyandrous, alternate to petals. Gynocium has 2 carpels, with inferior ovary.

Fruit - Cremocarp, laterally compressed, cremocarp breaks into 2 mericarps, one seed in each mericarp.

Grahya Laxana (Genuine Characteristics)

Sample of Centella asiatica consisting of reniform or orbicular leaves, up to 3.5 cm long and 2 cm broad with crenate or lobulate margins and broadly cordate base. Upper surface glabrous, greenish brown, lower surface grayish green, palmately veined. The leaves are borne on long wiry petioles. Has got strong odour and tastes bitter.

The fresh herb consists of long slender slightly succulent, creeping stems with long
Morphology

1. मण्डूकी-मण्डूकमिव गच्छति इति ।

Mandukaparni has got runner and growth pattern resemble how frog jumps.
Basonym of Drug

मण्डूक इव पर्णमस्य । मण्डूकाकृति पर्णमस्य । यद्वा मण्डूक इवोत्तानोदरं पर्णमस्य ।

Leaves of Mandukaparni(Centella asiatica Linn.) resemble frog in its shape and it is a",Patra( leaf) or Panchanga ( Whole herb),"Benefits
Amayika prayoga (Therapeutic administration)

1. Medhya (Intellect promoter)

मण्डूकपर्णामपि भक्षयन्ती भृष्टां घृते मासमनन्न भक्ष्याः । जीवन्ति कालं विपुलं प्रागलभास्तारुण्यालावण्यगुणोदयस्थाः ।। (अ.हृ.उ. 39/165)

Regular usage of Mandukaparni (Centella asiatica) fried with ghee for a month promotes intellect.
Kasa (Cough) and Shosha (Wasting)

मण्डूकपर्ष्याः कल्पोऽयं यष्ट्या विश्वौषधस्य च । (अ.हृ.चि. 3/119)

Combination of Mandukaparni (Centella asiatica), Yashthi (Glycyrrhiza glabra) and Vishwoushadha (Zingiber officinale) taken 5 gm first and gradually increased up to 40 g in a month, relieves Kasa (Cough) and Shosha (Wasting).

3. Vagvikara (Disorders of voice)

शालूरपर्णी मालूरमूलामयमछुप्लुता । शंखक पुष्पी सहिता सेव्या वाचां विशुद्धये ॥

(भा.प्र.चि. 1/659)

To get the clear voice one has to take Mandukaparni (Centella asiatica), Malura mula root of (Aegle marmolos), Amaya (Saussurea lappa), Shankhapushpi (Convolvulus pluricaulis) mixed with honey.","Memory enhancer, Anti-inflammatory, CNS depressant, Sedative, Hypotensive and Hepatoprotective","Tikta, Kashaya, Madhura","Laghu, sara",Shita,Madhura,Tridosha shamaka,"Is used to treat conditions like eczema and scars. Internally, it has been used for memory enhancement, treating nervous system disorders, and improving circulation,"
Udumbara,Udumbara,Athi.jpeg,Ficus racemosa,Moraceae,அத்தி ,Atti,Gular,Country fig,"
Athi (Udumbara, Ficus racemosa) is a large deciduous tree from the Moraceae family, revered in Ayurveda for its medicinal bark, fruit, and latex.

Habitat: Commonly found throughout India in moist, fertile soils, especially near rivers, ponds, and temple areas. It is a sacred tree often planted in temple compounds.

Morphology: The tree grows up to 15–20 m tall, with spreading branches and a rough greyish bark. Leaves are ovate, dark green, and alternate. Fruits (figs) appear in clusters on the trunk and branches, green when raw, turning reddish or purplish on ripening. The latex is white and sticky.

Grahya Lakṣaṇa: The bark should be smooth, fresh, and astringent to taste. Fruits should be firm, unshriveled, and free from insect infestation. Latex should be thick, white, and not watery.","Bark, fruit, leaves,latex","1. Diabetes control – Decoction of bark and fruit helps regulate blood sugar levels.
2. Bleeding disorders – Bark decoction is styptic, useful in rakta-pitta (bleeding disorders), menorrhagia, and bleeding gums.
3. Digestive health – Fruit and bark are used in diarrhea, dysentery, and indigestion due to astringent properties.
4. Wound healing – Latex and bark paste applied externally promotes healing of ulcers, wounds, and boils.
5. Skin diseases – Useful in eczema, leprosy, and other chronic skin conditions.
6. Urinary health – Decoction helps in burning micturition and urinary tract infections.
7. Respiratory health – Fruit is beneficial in cough, cold, and asthma.
8. Oral care – Chewing bark strengthens gums and teeth, prevents gingivitis.
9. Anti-inflammatory – Reduces swelling and pain in arthritis and localized inflammation.","Antidiabetic
Astringent
Anti-inflammatory
Antimicrobial
Wound healing","Kashaya, Madhura ","Laghu, ruksha ",Shita ,Katu,"Pitta, kapha shamaka","uses in traditional medicine for various ailments including diabetes, liver disorders, inflammatory conditions, diarrhea, hemorrhoids, and respiratory issues"
Sadapushpa,Sadapushpa,Nithyakalyani.jpeg,Catharanthus roseus,Apocynaceae,நித்யகல்யாணி ,Shavam Naari,Sadabahar,Periwinkle,"Nithyakalyani (Sadapushpa, Catharanthus roseus) is a perennial herb belonging to the family Apocynaceae.

Habitat: Native to Madagascar, but naturalized and cultivated widely across India, especially in gardens and temple premises. It thrives in warm climates with sandy to loamy soils and can withstand drought conditions.

Morphology: An evergreen subshrub, growing up to 60–100 cm in height. Leaves are opposite, simple, oval, glossy green with a short petiole. Flowers are pink, white, or purple with five petals and appear throughout the year, giving the plant the name “Nithyakalyani” (ever-blooming). The fruits are cylindrical follicles containing small brownish seeds.

Grahya Lakṣaṇa: The plant should be fresh, with vibrant green leaves and regularly blooming flowers. Roots should be firm and free from decay. Ideally selected plants are those that grow in uncontaminated soil, not near waste dumps or polluted water sources.","Leaves,Root,flowers ","1. Anticancer activity – The alkaloids vincristine and vinblastine are widely used in chemotherapy, especially for leukemia, Hodgkin’s lymphoma, and breast cancer.
2. Diabetes management – Traditionally used to control madhumeha (diabetes), it lowers blood glucose by improving pancreatic beta-cell activity.
3. Hypertension control – Alkaloids act as mild hypotensive agents, helping regulate blood pressure.
4. Wound healing – Leaves paste is applied on wounds, ulcers, and insect bites to promote faster healing.
5. Antimicrobial action – Exhibits antibacterial, antifungal, and antiviral activity, useful in infections.
6. Skin health – Used externally in acne, eczema, and chronic skin diseases.
7. Fever reduction – Decoction of leaves helps in intermittent fevers and general weakness.","Antidiabetic
Anticancer
Antihypertensive
Wound healing
Antimicrobial
","Tikta, Kashaya ","Laghu, ruksha ",Shita,Katu,"Kapha,Pitta shamaka ",to treat various cancers like leukemia and Hodgkin's lymphoma
Gokshura,Gokshura,images1Aadhav.jpeg,Tribulus terrestris Linn,Zygophyllaceae,நெருஞ்சில் ,Nerungil,Chota Gokhru,Small caltrops,"Morphology

Braked-Pedalium murex (Pedaliaceae)

Gokshura Habit- Glabrous annual herb.

Leaves - Opposite, petioled, irregularly toothed or almost lobed.

Inforescence-Solitary axillary with two glands at the base.

Flowers-Yellow coloured with small calyx, four stamens are present.

Fruit-Indehiscent, hard, capsule, ovoid or pyra-midal with four patent spines arising from the base.

Legha - Tribulus terrestris Linn. (Zygophyllaceae)

Pedalium murex

Gokshura Habit-Prostrate herb. Stem - Slender, branched, weak and creeping.

Leaf Compound, sub-opposite, even-pinnate, stipulate, leaflets in 4 or 5 pairs, pairs unequal, leaflets oblong.

Flower-Actinomorphic, bisexual, pentamerous,

hypogynous and bright yellow, sepals are 5 and free. Petals are 5, free and obovate. Androecium contains two whorls of stamens 5 in each which are inserted at the base of a disc. Stamens subtended by glandular scales. Gynoecium is 2-5 carpellary, axile placentation lobed ovary with simple style.

Tribulus terrestris Linn.

Fruit - Schizocarp with 5 spinous cocci, each contain one seed, Schizocarp is 5 angled, cocci is woody, each with a pair of unequal spines.

Seed-Obliquely pendulous. One or more seed in each coccus.

Grahya Laxana (Genuine Characteristics)

Market sample of Gokşura root contains slender, tortuous, gradually tapering roots. 12 to 20 cm long and upto 1 em in diameter at the thickest part, external surface is yellow-ish brown in colour, slightly wrinkled longitudinally with prominent root scars, the crown of the root, more often, and bears a number of horizontally spreading proteins of stem.
Transversely cut portion of the root shows a yellowish surface, surrounded by a loosely adhering bark, followed by a cortical zone of light colour and a central woody portion showing distinct concentric rings. On breaking root becomes short pieces and powdery. Has faint agreeable odour and sweetish astringent taste.

Fruit-Fruits are five ribbed or lobed, more or less spherical with flattened apex and dome-shaped base, upto 1 cm in diameter. Each of the lobes of the fruit is studded with four sharp and rigid spines. Surface of the fruit is hard, villous and greenish yellow in colour. The fruit contains several small seeds in a number of transversely separated com-partments. Fruit has faint agreeable odour.",Mula(Root) and Phala (Fruit),"1)Mutrakricchra (Dysuria)

श्वदंष्ट्रा कण्टकारिभ्यां मूत्रकृच्छ्रे सफाणिताम् । (च.सू. 2/22
Gruel prepared from Shwadamshtra Tribulus terrestris and Kantakari (Solanum xanthocarpum) is taken with jaggery relieves Mutrakricchra (Dysuria).

समूलगोक्षुरक्वाथः सितामाक्षिकसंयुतः । नाशयेत् मूत्रकृच्छ्राणि तथा चोष्ण समीरणम् ।।

(शा.स. 2/2/109)

Kwatha (Decoction) of total plant of Goksura (Tribulus terrestris) is mixed with sugar and honey is given to drink. It alleviates Mutrakricchra (Dysuria).

2. Ashmari (Calculus)

त्रिकण्टकस्य बीजानां चूर्ण माक्षिकसंयुतम् । अविक्षीरेण सप्ताहामश्मरीभेदनं परम् ।।

(सु.चि. 7/19)

Curna (Powder) of Gokshura (Tribulus terrestris) mixed with honey and Aviksira (Goat's milk) is given to drink for 7 days will break Ashmari (Calculus).

3. Keshavardhanartha (To promote hair growth)

गोक्षुरस्तिलपुष्पाणि तुल्ये च मधुसर्पिषी । शिरःप्रलेपनं तेन केशसंवर्धनं परम् ॥

(शा.स. 3/11/22)

Flowers of Gokşura (Tribulus terrestris) and Tila (Sesamum indicum) are mixed with equal quanity of honey and ghee, and then applied on scalp. This therapy promotes hair-growth.

4. Amavata (Rhumatoid arthritis) & Katishula (Lumbago)

शुण्ठीगोक्षुर क्वाथः प्रातः प्रातर्निषेवितः । सामेवाते कटिशूले पाचनं रूकप्रणाशनम् ।।

(च.द. 25/9)

Kwatha (Decoction) of Shunthi (Zingiber officinale) and Gokshura (Tribulus terrestris) if taken in morning times regularly acts as digestant there by relieves Amavata (Rhumatoid arthritis), Katishula (Lumbago) and Ruk (Pain).","Diuretic, Tonic, Aphrodisiac, Demulcent",Madhura,"Guru, Snigdha","Phala - Sita, Mula - Ushna",Madhura,Tridosha shamaka,"It is used in traditional medicine for chest pain, heart problems, dizziness, skin and eye disorders, to expel kidney stones, and as a diuretic and tonic"
Nirgundi,Nirgundi,imagesadhav.jpeg,Vitex negundo,Lamiaceae,நொச்சி ,Indrani,"Nirgandi, Mewri",Five leaved chaste tree,"Habitat

Nirgandi grows all over India. As it is an attrac-tive shrub, it is cultivated in gardens.

Morphology

Habit-Shrub grows upto 12 ft. in height

Root-Branched, cylindrical

Stem Pinnately compound, digitately 3 to 5 foliate, leaflets are oblanceolate, grey-pubescent be-low.

Inflorescence-Dichasial cyme

Flower-Bracteate, pentamerous, bisexual, zy-gomorphic and complete, sepals are 5, shortly 5-toothed, petals are 5, upper lip two to bed, much shorter than the lower, purple to violet in colour stamens are 5 in number. Gynoecium is bicarpellary syncarpous superior ovary.

Vitex negundo Linn. (Nirguna

Fruit - Small. globose, drupe, seeds are ovate oblong shaped with a straight

bryo.

Ra. Ni. -3 types

1. Sinduvara

2. Nila Nirgundi

3. Shephali

Grahya Laxana (Genuine Characteristics)

Roots are stout cylindrical 2 to 7 cm in diameter. External surface is greyish br colour. longitudinally wrinkled with occasional warty proturberences and circular scars. Transversely cut surface shows a light brown surface with dark coloured con tric rings and a thin closely adhering bark. On braking becomes fibrous and it is diff to break. Has got slight aromatic odour and bitter in taste.

Leaf-Leaf is 3 to 5 foliate, leaflets are shortly petiolate, narrow lancelolate, acu acuminate, 5 to 12 cm long and 1.5 cm to 4 cm broad. The upper surface is sub-glabr black in colour, lower surface greyish white. Has got pleasant aromatic odour and bitter taste.","Mula( Root), Patra( leaf)","Amayika Prayoga (Therapeutic administration)

1. Vatavyadhi (Disorders of Vata)

निर्गुण्डी मूल चूर्णन्तु कर्ष तैलेन लेहयेत् । सन्धिवातः कटिवातः कम्पवातश्च शाम्यति ॥

(र.र.स. 21/164)

One Karsha (12 g) powder of root of Nirgundi (Vitex negundo) is taken with oil. It is very useful in case of Sandhivata (Osteo arthritis), Kativata (Lumbago) and Kampavata (Trembling).

2. Kasa (Cough)

निर्गुण्डिपत्रस्वरसे च पक्वसर्पिः कफोत्थं विनिहन्ति कासम् । (सु.उ. 52/30)

Ghee processed with juice extracted from leaves of Nirgundi (Vitex negundo) is efficacious in Kasa (Cough) originated from Kapha dosha.

3. Apasmara (Epilepsy)

निर्गुण्डीमूलकं जगध्वा ह्यपस्माराद् विमुच्यते ।। (र.र.स. 21/57)

Powder of Nirgundi (Vitex negundo) root if taken internally, very useful in case of Epilepsy.","Pharmacological Actions

Leaf - Antiparasitic, Vermifuge, Anodyne and Alterative

Root-Tonic, Febrifuge, Expectorant, Diuretic

Fruit-Emmanogogue","Tikta, Katu, Kashaya","Laghu, Ruksa",Ushna,Katu,Vatakapha shamaka," to treat conditions like joint pain, muscle sprains, coughs, diarrhea, skin problems, and fever."
Varuna,Varuna,images(3)Aadhav.jpeg,Crataeva nurvala ,Capparidaceae,Maralingam,Nirvala,Tapia,Three layered caper,"Habitat

Varuna is found through out India especially in upper Gangetic plains, Bengal, Bihar, Orissa, Gujarat and Konkan region. It is also cultivated in gardens as it is very beautiful tree.

Morphology

Habit-Small tree with grey bark.

Root-Long, tap-root

Stem Erect, woody, branched, cylindrical, solid with horizontal wrinkles.

Crataeva nurvala Roxb.

Leaf-Compound, 3- foliate, alternate, decidu-ous, petiole is 4 to 7.5 cm long, leaflets are 5 to 15 cm and 4 to 6 cm wide, ceolate or obovate, acute or acuminate, entire, glabrous on both the surfaces, veined, lateral leaflets oblique at the base. Petiolules 6 to 9 mm long.

Inflorescence - Densely flowered terminal corymb.

Flowers - Greenish white, pedicels 2.5 to 4.5 cm long, stout, hypogy are four and polysepalous, petals are four and polypetalous, Androecium co stamens. Gynoecium is bicarpellay syncarpous, superior ovary, unilocular.

Fruit-Berry and many seeded.

Seeds - Woody and non-endospermic

Adulterant

Stem bark of Aegle marmelos.
Grahya Laxana (Genuine Characteristics)

Bark is channelled, flat or slightly curved pieces, outer surface is rough and scaly, greyish black in colour, minutely fissured, bearing numerous small lenticels. Inner surface is lemon yellow in colour, longitudinally striated. Transversely cut portion of bark shows a porous surface with numerous dark yellow specks, representing vascular bundles. On breaking it becomes short pieces, does not have any odour. Taste is slightly bitter","Kanda, Twak","Amayika Prayoga (Therapeutic administration)

1. Ashmari (Urinay calculus)

क्वाथो वह्वणामूलस्य तत्कल्केन समन्वितः । पीतो निपातयेत् सद्यः शर्करामश्मरीमपि ।।

(वै.म 7/11)

Prepare decoction of Varuna (Crataeva nurvala) root bark, then add the paste of Root bark. If it is taken it is efficacious in Ashmari (Urinary calculus).
2. Gandamala (Goitre)

गण्डमालां तथा क्वाथः क्षौद्रेण वरुणत्वचः । (शा.स. 2/2/126)

In case of Gandamala (Goitre) decoction prepared from root bark of Varuna (Crataeva nurvala) is taken with honey.","Lithotriptic, Spasmodic, Anti-inflammatory, Antipyretic, Antibacterial and Diuretic","Kashaya, Tikta, madhura","Laghu, ruksa",Ushna,Katu,Kapha vata Shamaka,"Ayurvedic medicine to treat urinary disorders like kidney stones, prostate enlargement, and bladder sensitivity"
Parisha,Parisha,Pooarasam.jpeg,Thespesia populnea,Malvaceae,பூவரசம் ,Poovarasu,Paras pipal,Tulip tree,"Thespesia populnea, also known as the Portia tree or Indian tulip tree, is a pantropical, evergreen tree that grows into a dense shrub or small tree, often reaching 6-9 meters in height but sometimes growing taller. It features heart-shaped, glossy dark green leaves, bright yellow, cup-shaped flowers with a crimson center that ages to purple, and a round, woody fruit capsule containing small seeds. This salt-tolerant tree thrives in coastal environments and has soft, fine-grained wood with an attractive grain, formerly used for various crafts and domestic items like bowls, plates, and utensils, and for construction.",Twak(bark),"1.used as anti-diuretic in diabetes conditions.
2.kasaya rasa ,Sita viya useful in bleeding disease.
3.anti inflammatory properties.
4.used to treat herps and vidradhi.","Wound-healing, Antiinflammatory, Analgesic, Anti-implantation and Anti-oxidant.","Madhura, Kasaya.","Ruksa, Laghu.",Sita,Katu,Vata pitta samaka,"medicinal uses for skin and digestive issues, wound healing, and anti-inflammatory effects;"
